article	answer
"Question: From the passage, we can know _ . Context: Small talks A small talk is a good way to kill time and make friends. When you are in other countries, do you know how to have small talks with people? In England, people like to talk about the weather, because the weather there _ very often. In the morning, it is sunny, but in can be cloudy or rainy in the afternoon. It often rains, but sometimes it's sunny. And the winter isn't very cold and the summer isn't very hot. English people are kind of quiet. They don't often talk to others first, but when you ask them about the weather, they are usually happy and want to talk with you, so you can start a small talk by saying, "" It's a fine day, isn't it?"" They also like to talk about their pets, so it's nice to say ""A lovely dog! What's its name?"" to them. But American people like to talk about sports like football and basketball. They also talk about clothes. The weather is a great talk in America, too. A good small talk can make you feel great, so when you are in England or America, please follow these rules. </s>"	a small talk is important to many people </s>
"Question: What do the professor's words mean ? Context: George and Carol were medical students at the same college and, like many other college students, they enjoyed playing jokes on people. Both of them smoked, but they knew that their professor was strongly against it, because smoking was dangerous to one's health. One day they decided to play a joke on their professor. At one of their medical lectures there was always a skeleton in the room so that the professor could show the students the different bones in the human body. That afternoon, Carol and George put a cigarette in the mouth of the skeleton that was to be used for their next lecture. When the professor came in, he began talking and then noticed the cigarette. He went up to the skeleton, took the cigarette out of its mouth and said,"" You really should give them up, old boy. Look what they're doing to you!"" </s>"	Smoking is really dangerous. It may even cause death. </s>
Question: Shrek goes to find the princess because _ . Context: Farquaad, the ruler of a country called Duloc, decides that all the characters from fantasy stories must leave the country. There is a huge green monster called Shrek who lives in a forest and all the fantasy characters hide in his home, although Shrek doesn't want them to. Shrek visits Farquaad. Farquaad agrees that the fantasy characters can come back if Shrek can find the beautiful princess that Farquaad wants to marry. Shrek goes to look for the Princess Fiona. He finds her and discovers that at night she becomes as ugly as him. When Farquaad discovers that Fiona is ugly, he doesn't want to marry her. But the monster and the princess get married, and the princess decides to stay ugly all the time for love. </s>	he wants Farquaad to let the fantasy characters live in the country </s>
"Question: Football OK is the name of _ . Context: Bill is only fifteen years old,but he's already very rich.Two years ago,Bill began a football website for young people. ""I became interested in computers when I was 8 years old because my father's job is with computers.As a little boy,I also loved football and so I decided to make a website,especially for people of my age."" Bill started the ""Football OK!"" website two years ago,and now more than 20,000 people visit it every day. Bill is a schoolboy and a businessman as well.He usually gets up at six o'clock and looks at his e-mails.Then he goes to school from nine to four.In the evenings,he always works for about four hours on his website. Bill's next plan is a new website."" At the moment I am thinking about a new website on American football,maybe for next year."" And is Bill the same person that he was three years ago? ""'No,I am very different now.I have met a lot of interesting people on the website and I have traveled all over the world."" Bill doesn't know about the future.""Maybe I will sell the websites. I really don't know.I'll just wait and see."" Some people say that when he is 21,Bill will be a millionaire . He always says, "" _ ""! </s>"	a website </s>
"Question: Politkovskaya's father died of _ . Context: Saturday, October 7th, was a marathon of sad tasks for Anna Politkovskaya. Two weeks earlier, her father, a retired official in the department of foreign affairs, had died of a heart attack as he _ from the Moscow Metro while on his way to visit Politkovskaya's mother, Raisa Mazepa, in the hospital. She had just been diagnosed with cancer and was too weak even to attend her husband's funeral. ""Your father will forgive me, because he knows that I have always loved him,"" she told Anna and her sister, Elena Kudimova, the day he was buried. A week later, she had an operation and since then Anna and Elena had been taking turns helping her deal with her grief. Politkovskaya was supposed to spend the day at the hospital, but her twenty-six-year-old daughter, who was pregnant, had just moved into Politkovskaya's apartment, on Lesnaya Street, while her own place was being prepared for the baby. ""Anna had so much on her mind,"" Elena Kudimova told me when we met in London, before Christmas. ""And she was trying to finish her article."" Politkovskaya was a special reporter for the small newspaperNovaya Gazeta, and, like most of her work, the piece focused on the terror that can be seen all over the southern republic of Chechnya. This time, she had been trying to report repeated cruel acts done by people faithful to the Prime Minister, Ramzan Kadyrov, who are in favour of Russia. In the past seven years, Politkovskaya had written dozens of accounts of life during wartime; many had been collected in her book ""A Small Corner of Hell: reports from Chechnya."" Politkovskaya was far more likely to spend time in a hospital than on a battlefield, and her writing bore frequent witness to robbery, and the uncontrolled cruelty of life in a place that few other Russians--and almost no other reporters--cared to think about. </s>"	a disease </s>
"Question: We know from the text that Watson _ . Context: Donald Watson was a man who thought very much about the food he ate. He was born in yorkshire, England , in September 1910. And he died in November 2005, at the age of 95. That is a very great age. Watson explained that it was because he never ate any food from animals. When he was a boy , Watson stayed on a farm. .He loved to see the animals. He said that they gave so much to people. And all the animals were so friendly. Then , one day , he saw a man killing a pig . He was very sad. . From then on, Watson decided that he would never again eat meat . Twenty years later he decided that he wouldn't eat anything from animals, such as milk, cheese or eggs. He became vegan . Watson formed a group called ""The Vegan Society"". In its newspaper, The Vegan Society thought it was terrible and wrong to eat food from animals. At first, there were not many people who agreed with him . They thought it was crazy to do _ .Most people thought it was too difficult and unhealthy. However, over time , more and more people began to agree with Watson and The Vegan Society. People become vegans for many reasons. Watson and his friend stopped eating because they loved animals. They believed that it was wrong to hurt another living thing . Now, people also become vegans for environmental reasons. Keeping animals takes a lot of resources , including water and food. Also, in some places, people are cutting down trees to create more land for cows. By avoiding food from animals, vegans hope to protect these forest areas. Finally, just like Watson, some people believe that being a vegan is healthier. They believe that food from animals causes heart problems, a high body weight and many other health problems. </s>"	lived a very long life </s>
Question: Why do American travelers prefer staying at bedandbreakfast inns? Context: Americans like to travel on their yearly holiday. Today, more and more travelers in the United States are spending nights at small houses or inns instead of hotels. They get a room for the night and the breakfast the next morning. Rooms for the night in private homes with breakfast have been popular with travelers in Europe for many years. In the past five to ten years, these bedandbreakfast places have become popular in the United States. Many of these America's bedandbreakfast inns are old historic buildings. Some bedandbreakfast inns have only a few rooms. Others are much larger. Some inns do not provide telephones or televisions in the rooms, others do. Staying at a bedandbreakfast inn is much different from staying at a hotel. Usually the cost is much less. Staying at an inn is almost like visiting someone's home. The owners are glad to tell about the areas and the interesting places to visit. Many vacationists say they enjoy the chance to meet local families. </s>	All of the above. </s>
"Question: Where does the text probably come from? Context: When scientists accidentally killed what turned out to be the world's oldest living creature, it was bad enough. Now, their mistake has been worsened after further research found it was even older - at 507 years. The ocean quahog, a type of deep-sea clam, was dredged alive from the bottom of the North Atlantic near Iceland in 2006 by researchers. They then put it in a fridge-freezer, as is normal practice, unaware of its age. It was only when it was taken to a laboratory that scientists from Bangor University studied it and concluded it was 400 years old. The discovery made it into the Guinness Book of World Records. However, by this time, it was too late for Ming the Mollusc , named after the Chinese dynasty when its life began. Unfortunately researchers who calculated Ming's age killed it instantly by opening its shell. The researchers opened the ancient clam up to judge its age by counting growth rings inside. But the rings were so close together that scientists ended up having to count the rings on the outside to be accurate, leading CBS journalists to point out that if scientists had just started there, Ming could have lived on. Now, after examining the quahog more closely, using more advanced methods, the researchers have found the animal was actually 100 years older than they first thought. Dr Paul Butler, from the University's School of Ocean Sciences, said: ""We got it wrong the first time and maybe we were a bit hasty publishing our findings back then. But we are absolutely certain that we've got the right age now."" The mollusc was born in 1499 - just seven years after Columbus discovered America and before Henry VIII had even married his first wife, Catherine of Aragon in 1509. A quahog's shell grows by a layer every year, in the summer when the water is warmer and food is plentiful. It means that when its shell is cut in half, scientists can count the lines in a similar way that trees can be dated by rings in their trunks. Jan Heinemeier, associate professor at the University of Denmark, who helped date Ming, told Science Nordic: ""The fact that we got our hands on a 507-year-old animal is incredibly fascinating, but the really exciting thing is of course everything we can learn from studying the mollusk."" </s>"	A magazine of marine life. </s>
Question: It can be inferred from the passage that _ . Context: Xiang Xiaowen is a student who survived the earthquake in China's Sichuan Province. Like thousands of others, she is now living in a tent in the hard-hitting city of Mianyang. We are now sleeping in a tent city. The earthquake happened last Monday and our rooms in school were destroyed. There are four tent cities. Everybody is sleeping under tents. The tents are so wet and we feel so cold. Many students feel uncomfortable but we must live in the tent. Although there are many difficulties after the earthquake, we will do our best to solve them. Yesterday it rained all day. Today the weather is better. There are no dining halls and supermarkets, so we must cook for ourselves. We have got some food and vegetables to eat. After the earthquake, many students and I together cleaned all the rubble from our classroom and our dorms. Many of the rooms were destroyed and there was a lot of rubble which we had to clear. Some students are helping at hospital. Many people are homeless and many are dead. We carried the injured to hospital. There were no buses so we walked to hospital. Many people tried their best to make sure people could live. With the injured, we first let them calm down and then we took them to hospital. Today, I think people have enough food and drinking water. I think things will be better now. </s>	people in the earthquake-hit areas are suffering a lot </s>
"Question: Former President Cater is being spied because _ Context: Former President Jimmy Carter believes U.S central intelligence agency is spying on him -- so much so, he gives up email to avoid government spies. ""You know, I have felt that my own communications are probably monitored,"" Carter told NBC's Andrea Mitchell in an interview broadcast Sunday. ""And when I want to communicate with a foreign leader privately, I type or write a letter myself, put it in the post office and mail it. ""I believe if I send an email, it will be monitored,"" Carter continued. The 89-year-old said the National Security Agency and others have abused the argument that gathering intelligence is important to homeland security. ""That has been extremely liberalized and, I think, abused by our own intelligence agencies,"" Carter said. The 39th president, however, stopped short of criticizing No. 44 over the handling of the N.S.A. scandal , the crisis in Ukraine or anything else. ""I don't have any criticism of him,"" Carter said of Obama. He was asked if the president ever asks him for advice. ""Unfortunately, the answer is no,"" Carter said. ""President Obama doesn't. But previous presidents have called on me and the Carter Center to take action."" Why not Obama? ""That's a hard question for me to answer, you know, with complete directness,"" he said. ""I think the problem was that in dealing with the issue of peace between Israel and Egypt, the Carter Center took a very strong and public position of equal treatment between the Palestinians and the Israelis. And I think this was a sensitive area in which the president didn't want to be involved."" </s>"	he holds political views about regional conflicts that differ from Obama's </s>
